id,coordinate_X,coordinate_Y,STATION_NAME,LOCAL_DATE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,
7037400.2023.4.14,-74.05,45.8,ST JEROME,2023-04-14 00:00:00,2023,4,14,None,M,0,None,None,None,3.2,None,None,None,16.9,None,None,None,
7037400.2023.12.16,-74.05,45.8,ST JEROME,2023-12-16 00:00:00,2023,12,16,0,None,0,None,None,None,-3,None,None,None,3.6,None,None,None,
7037400.2023.7.12,-74.05,45.8,ST JEROME,2023-07-12 00:00:00,2023,7,12,0,None,0,None,None,None,16.7,None,None,None,25.2,None,None,None,
7037400.2023.6.5,-74.05,45.8,ST JEROME,2023-06-05 00:00:00,2023,6,5,0,None,0,None,None,None,6.9,None,None,None,23.3,None,None,None,
7037400.2023.12.26,-74.05,45.8,ST JEROME,2023-12-26 00:00:00,2023,12,26,None,M,None,M,None,None,1,None,None,None,5.2,None,None,None,
7037400.2023.7.27,-74.05,45.8,ST JEROME,2023-07-27 00:00:00,2023,7,27,2.6,None,0,None,None,None,18.1,None,None,None,25.6,None,None,None,
7037400.2023.4.22,-74.05,45.8,ST JEROME,2023-04-22 00:00:00,2023,4,22,None,M,None,M,None,None,6.3,None,None,None,19,None,None,None,
7037400.2023.11.3,-74.05,45.8,ST JEROME,2023-11-03 00:00:00,2023,11,3,None,M,0,None,None,None,2.5,None,None,None,11.8,None,None,None,
7037400.2023.5.20,-74.05,45.8,ST JEROME,2023-05-20 00:00:00,2023,5,20,7.4,None,0,None,None,None,12.5,None,None,None,20.4,None,None,None,
7037400.2023.1.29,-74.05,45.8,ST JEROME,2023-01-29 00:00:00,2023,1,29,8,None,8,None,None,None,-12,None,None,None,-8.1,None,None,None,
7037400.2023.12.10,-74.05,45.8,ST JEROME,2023-12-10 00:00:00,2023,12,10,6.8,None,0,None,None,None,0.5,None,None,None,4.8,None,None,None,
7037400.2023.10.7,-74.05,45.8,ST JEROME,2023-10-07 00:00:00,2023,10,7,46,None,0,None,None,None,10.8,None,None,None,15,None,None,None,
7037400.2023.5.3,-74.05,45.8,ST JEROME,2023-05-03 00:00:00,2023,5,3,1,None,0,None,None,None,4.4,None,None,None,7.1,None,None,None,
7037400.2023.7.9,-74.05,45.8,ST JEROME,2023-07-09 00:00:00,2023,7,9,7,None,0,None,None,None,16.8,None,None,None,27.1,None,None,None,
7037400.2023.9.29,-74.05,45.8,ST JEROME,2023-09-29 00:00:00,2023,9,29,0,None,0,None,None,None,7.3,None,None,None,20.9,None,None,None,
7037400.2023.8.29,-74.05,45.8,ST JEROME,2023-08-29 00:00:00,2023,8,29,9,None,0,None,None,None,11,None,None,None,25.1,None,None,None,
7037400.2023.3.22,-74.05,45.8,ST JEROME,2023-03-22 00:00:00,2023,3,22,0.2,None,0,None,None,None,-8.3,None,None,None,0.7,None,None,None,
7037400.2023.5.26,-74.05,45.8,ST JEROME,2023-05-26 00:00:00,2023,5,26,None,M,0,None,None,None,3.5,None,None,None,22.1,None,None,None,
7037400.2023.5.18,-74.05,45.8,ST JEROME,2023-05-18 00:00:00,2023,5,18,None,M,0,None,None,None,-2.3,None,None,None,14.4,None,None,None,
7037400.2023.5.27,-74.05,45.8,ST JEROME,2023-05-27 00:00:00,2023,5,27,None,M,0,None,None,None,9,None,None,None,27.4,None,None,None,
7037400.2023.10.14,-74.05,45.8,ST JEROME,2023-10-14 00:00:00,2023,10,14,0,None,0,None,None,None,5.6,None,None,None,15.2,None,None,None,
7037400.2023.10.22,-74.05,45.8,ST JEROME,2023-10-22 00:00:00,2023,10,22,None,M,0,None,None,None,4.9,None,None,None,8.6,None,None,None,
7037400.2023.12.13,-74.05,45.8,ST JEROME,2023-12-13 00:00:00,2023,12,13,0,None,0,None,None,None,-6.5,None,None,None,-1.2,None,None,None,
7037400.2023.9.10,-74.05,45.8,ST JEROME,2023-09-10 00:00:00,2023,9,10,1.6,None,0,None,None,None,13.2,None,None,None,17.9,None,None,None,
7037400.2023.9.21,-74.05,45.8,ST JEROME,2023-09-21 00:00:00,2023,9,21,0,T,0,None,None,None,7.1,None,None,None,21.8,None,None,None,
7037400.2023.7.2,-74.05,45.8,ST JEROME,2023-07-02 00:00:00,2023,7,2,None,M,0,None,None,None,18.9,None,None,None,26.4,None,None,None,
7037400.2023.5.21,-74.05,45.8,ST JEROME,2023-05-21 00:00:00,2023,5,21,None,M,0,None,None,None,10.1,None,None,None,22.3,None,None,None,
7037400.2023.10.27,-74.05,45.8,ST JEROME,2023-10-27 00:00:00,2023,10,27,6.2,None,0,None,None,None,13.8,None,None,None,17.2,None,None,None,
7037400.2023.5.2,-74.05,45.8,ST JEROME,2023-05-02 00:00:00,2023,5,2,13,None,0,None,None,None,3.9,None,None,None,10.9,None,None,None,
7037400.2023.11.29,-74.05,45.8,ST JEROME,2023-11-29 00:00:00,2023,11,29,2,None,2,None,None,None,-13,None,None,None,-1.2,None,None,None,
7037400.2023.1.18,-74.05,45.8,ST JEROME,2023-01-18 00:00:00,2023,1,18,0,None,0,None,None,None,-5.4,None,None,None,4.5,None,None,None,
7037400.2023.3.16,-74.05,45.8,ST JEROME,2023-03-16 00:00:00,2023,3,16,None,M,None,M,None,None,-0.8,None,None,None,2.3,None,None,None,
7037400.2023.1.14,-74.05,45.8,ST JEROME,2023-01-14 00:00:00,2023,1,14,0,None,0,None,None,None,-10.2,None,None,None,-3.5,None,None,None,
7037400.2023.5.1,-74.05,45.8,ST JEROME,2023-05-01 00:00:00,2023,5,1,None,M,0,None,None,None,5.4,None,None,None,9.5,None,None,None,
7037400.2023.2.21,-74.05,45.8,ST JEROME,2023-02-21 00:00:00,2023,2,21,None,M,None,M,None,None,-17.5,None,None,None,-5.9,None,None,None,
7037400.2023.5.23,-74.05,45.8,ST JEROME,2023-05-23 00:00:00,2023,5,23,2.4,E,0,None,None,None,1.9,None,None,None,22,None,None,None,
7037400.2023.5.19,-74.05,45.8,ST JEROME,2023-05-19 00:00:00,2023,5,19,None,M,0,None,None,None,1.2,None,None,None,23,None,None,None,
7037400.2023.10.19,-74.05,45.8,ST JEROME,2023-10-19 00:00:00,2023,10,19,0,None,0,None,None,None,8.4,None,None,None,15.5,None,None,None,
7037400.2023.1.30,-74.05,45.8,ST JEROME,2023-01-30 00:00:00,2023,1,30,4,None,4,None,None,None,-16.8,None,None,None,-9.3,None,None,None,
7037400.2023.3.3,-74.05,45.8,ST JEROME,2023-03-03 00:00:00,2023,3,3,10,None,10,None,None,None,-16.7,None,None,None,-2.1,None,None,None,
7037400.2023.9.2,-74.05,45.8,ST JEROME,2023-09-02 00:00:00,2023,9,2,0,None,0,None,None,None,10.1,None,None,None,23.5,None,None,None,
7037400.2023.10.15,-74.05,45.8,ST JEROME,2023-10-15 00:00:00,2023,10,15,0,None,0,None,None,None,5.1,None,None,None,13,None,None,None,
7037400.2023.9.8,-74.05,45.8,ST JEROME,2023-09-08 00:00:00,2023,9,8,1.4,E,0,None,None,None,20,None,None,None,24.1,None,None,None,
7037400.2023.9.19,-74.05,45.8,ST JEROME,2023-09-19 00:00:00,2023,9,19,None,M,0,None,None,None,14,None,None,None,16.4,None,None,None,
7037400.2023.3.7,-74.05,45.8,ST JEROME,2023-03-07 00:00:00,2023,3,7,None,M,None,M,None,None,-6,None,None,None,-2.2,None,None,None,
7037400.2023.3.24,-74.05,45.8,ST JEROME,2023-03-24 00:00:00,2023,3,24,0,None,0,None,None,None,-1.9,None,None,None,4.8,None,None,None,
7037400.2023.5.6,-74.05,45.8,ST JEROME,2023-05-06 00:00:00,2023,5,6,None,M,0,None,None,None,4.6,None,None,None,22.5,None,None,None,
7037400.2023.6.7,-74.05,45.8,ST JEROME,2023-06-07 00:00:00,2023,6,7,None,M,0,None,None,None,10,None,None,None,15.8,None,None,None,
7037400.2023.3.13,-74.05,45.8,ST JEROME,2023-03-13 00:00:00,2023,3,13,None,M,None,M,None,None,-3.5,None,None,None,1.1,None,None,None,
7037400.2023.11.6,-74.05,45.8,ST JEROME,2023-11-06 00:00:00,2023,11,6,10,None,0,None,None,None,-6.1,None,None,None,4.7,None,None,None,
7037400.2023.11.9,-74.05,45.8,ST JEROME,2023-11-09 00:00:00,2023,11,9,None,M,2,None,None,None,-4,None,None,None,2.4,None,None,None,
7037400.2023.3.9,-74.05,45.8,ST JEROME,2023-03-09 00:00:00,2023,3,9,0,None,0,None,None,None,-5.1,None,None,None,4.2,None,None,None,
7037400.2023.10.11,-74.05,45.8,ST JEROME,2023-10-11 00:00:00,2023,10,11,None,M,0,None,None,None,7.1,None,None,None,10,None,None,None,
7037400.2023.12.11,-74.05,45.8,ST JEROME,2023-12-11 00:00:00,2023,12,11,0,None,0,None,None,None,-2.1,None,None,None,1.9,None,None,None,
7037400.2023.3.26,-74.05,45.8,ST JEROME,2023-03-26 00:00:00,2023,3,26,0,None,0,None,None,None,-1.2,None,None,None,2.2,None,None,None,
7037400.2023.3.17,-74.05,45.8,ST JEROME,2023-03-17 00:00:00,2023,3,17,None,M,0,None,None,None,-0.8,None,None,None,3.4,None,None,None,
7037400.2023.2.9,-74.05,45.8,ST JEROME,2023-02-09 00:00:00,2023,2,9,None,M,None,M,None,None,-9.9,None,None,None,1.1,None,None,None,
7037400.2023.9.23,-74.05,45.8,ST JEROME,2023-09-23 00:00:00,2023,9,23,0,None,0,None,None,None,7.5,None,None,None,21.1,None,None,None,
7037400.2023.5.31,-74.05,45.8,ST JEROME,2023-05-31 00:00:00,2023,5,31,None,M,0,None,None,None,10.9,None,None,None,31.4,None,None,None,
7037400.2023.4.11,-74.05,45.8,ST JEROME,2023-04-11 00:00:00,2023,4,11,None,M,0,None,None,None,5.7,None,None,None,15.1,None,None,None,
7037400.2023.6.27,-74.05,45.8,ST JEROME,2023-06-27 00:00:00,2023,6,27,None,M,0,None,None,None,17.7,None,None,None,25.3,None,None,None,
7037400.2023.8.20,-74.05,45.8,ST JEROME,2023-08-20 00:00:00,2023,8,20,0,None,0,None,None,None,13.7,None,None,None,24.1,None,None,None,
7037400.2023.11.21,-74.05,45.8,ST JEROME,2023-11-21 00:00:00,2023,11,21,0.6,None,0,None,None,None,-9.9,None,None,None,-0.2,None,None,None,
7037400.2023.6.23,-74.05,45.8,ST JEROME,2023-06-23 00:00:00,2023,6,23,None,M,0,None,None,None,12.3,None,None,None,30.3,None,None,None,
7037400.2023.7.30,-74.05,45.8,ST JEROME,2023-07-30 00:00:00,2023,7,30,None,M,0,None,None,None,8.8,None,None,None,23.3,None,None,None,
7037400.2023.11.19,-74.05,45.8,ST JEROME,2023-11-19 00:00:00,2023,11,19,0,None,0,None,None,None,-1.8,None,None,None,3.9,None,None,None,
7037400.2023.11.14,-74.05,45.8,ST JEROME,2023-11-14 00:00:00,2023,11,14,0,None,0,None,None,None,-2.6,None,None,None,2.7,None,None,None,
7037400.2023.2.13,-74.05,45.8,ST JEROME,2023-02-13 00:00:00,2023,2,13,0,None,0,None,None,None,-7.3,None,None,None,3.9,None,None,None,
7037400.2023.2.17,-74.05,45.8,ST JEROME,2023-02-17 00:00:00,2023,2,17,None,M,None,M,None,None,-10.5,None,None,None,-6.7,None,None,None,
7037400.2023.8.24,-74.05,45.8,ST JEROME,2023-08-24 00:00:00,2023,8,24,9,None,0,None,None,None,12.6,None,None,None,25.2,None,None,None,
7037400.2023.11.18,-74.05,45.8,ST JEROME,2023-11-18 00:00:00,2023,11,18,0,None,0,None,None,None,-1.8,None,None,None,2.5,None,None,None,
7037400.2023.5.28,-74.05,45.8,ST JEROME,2023-05-28 00:00:00,2023,5,28,None,M,0,None,None,None,11.5,None,None,None,31.1,None,None,None,
7037400.2023.1.10,-74.05,45.8,ST JEROME,2023-01-10 00:00:00,2023,1,10,0,None,0,None,None,None,-11.2,None,None,None,-5.9,None,None,None,
7037400.2023.8.12,-74.05,45.8,ST JEROME,2023-08-12 00:00:00,2023,8,12,12,None,0,None,None,None,11.5,None,None,None,22.2,None,None,None,
7037400.2023.4.8,-74.05,45.8,ST JEROME,2023-04-08 00:00:00,2023,4,8,0,None,0,None,None,None,-9.5,None,None,None,5.2,None,None,None,
7037400.2023.12.29,-74.05,45.8,ST JEROME,2023-12-29 00:00:00,2023,12,29,None,M,0,None,None,None,0,None,None,None,2,None,None,None,
7037400.2023.3.4,-74.05,45.8,ST JEROME,2023-03-04 00:00:00,2023,3,4,5,None,5,None,None,None,-8.1,None,None,None,-1.4,None,None,None,
7037400.2023.8.19,-74.05,45.8,ST JEROME,2023-08-19 00:00:00,2023,8,19,4,None,0,None,None,None,14,None,None,None,18.6,None,None,None,
7037400.2023.1.9,-74.05,45.8,ST JEROME,2023-01-09 00:00:00,2023,1,9,1,None,1,None,None,None,-10,None,None,None,-2,None,None,None,
7037400.2023.12.25,-74.05,45.8,ST JEROME,2023-12-25 00:00:00,2023,12,25,0,None,0,None,None,None,0,None,None,None,3,None,None,None,
7037400.2023.8.21,-74.05,45.8,ST JEROME,2023-08-21 00:00:00,2023,8,21,None,M,0,None,None,None,15.6,None,None,None,21.3,None,None,None,
7037400.2023.11.4,-74.05,45.8,ST JEROME,2023-11-04 00:00:00,2023,11,4,0,None,0,None,None,None,3.5,None,None,None,9.5,None,None,None,
7037400.2023.8.2,-74.05,45.8,ST JEROME,2023-08-02 00:00:00,2023,8,2,9.6,None,0,None,None,None,8.5,None,None,None,23.5,None,None,None,
7037400.2023.2.18,-74.05,45.8,ST JEROME,2023-02-18 00:00:00,2023,2,18,None,M,None,M,None,None,-20.8,None,None,None,-2.8,None,None,None,
7037400.2023.1.13,-74.05,45.8,ST JEROME,2023-01-13 00:00:00,2023,1,13,None,M,None,M,None,None,-5.7,None,None,None,-2,None,None,None,
7037400.2023.1.3,-74.05,45.8,ST JEROME,2023-01-03 00:00:00,2023,1,3,0,T,0,T,None,None,-1.2,None,None,None,2.5,None,None,None,
7037400.2023.3.15,-74.05,45.8,ST JEROME,2023-03-15 00:00:00,2023,3,15,0,None,0,None,None,None,-2.3,None,None,None,6.9,None,None,None,
7037400.2023.11.25,-74.05,45.8,ST JEROME,2023-11-25 00:00:00,2023,11,25,0,None,0,None,None,None,-14,None,None,None,1.4,None,None,None,
7037400.2023.5.24,-74.05,45.8,ST JEROME,2023-05-24 00:00:00,2023,5,24,7.6,E,0,None,None,None,6.6,None,None,None,13.9,None,None,None,
7037400.2023.6.16,-74.05,45.8,ST JEROME,2023-06-16 00:00:00,2023,6,16,1.4,None,0,None,None,None,14.3,None,None,None,23.2,None,None,None,
7037400.2023.2.26,-74.05,45.8,ST JEROME,2023-02-26 00:00:00,2023,2,26,1,None,1,None,None,None,-22.3,None,None,None,-5.4,None,None,None,
7037400.2023.8.14,-74.05,45.8,ST JEROME,2023-08-14 00:00:00,2023,8,14,0,None,0,None,None,None,13.5,None,None,None,23.9,None,None,None,
7037400.2023.2.10,-74.05,45.8,ST JEROME,2023-02-10 00:00:00,2023,2,10,None,M,None,M,None,None,-3.1,None,None,None,1.5,None,None,None,
7037400.2023.4.6,-74.05,45.8,ST JEROME,2023-04-06 00:00:00,2023,4,6,0,None,0,None,None,None,-2.4,None,None,None,8,None,None,None,
7037400.2023.10.1,-74.05,45.8,ST JEROME,2023-10-01 00:00:00,2023,10,1,0,None,0,None,None,None,11.7,None,None,None,24.3,None,None,None,
7037400.2023.7.31,-74.05,45.8,ST JEROME,2023-07-31 00:00:00,2023,7,31,None,M,0,None,None,None,13.5,None,None,None,21.9,None,None,None,
7037400.2023.7.19,-74.05,45.8,ST JEROME,2023-07-19 00:00:00,2023,7,19,0,None,0,None,None,None,15.2,None,None,None,25.4,None,None,None,
7037400.2023.1.31,-74.05,45.8,ST JEROME,2023-01-31 00:00:00,2023,1,31,0,None,0,None,None,None,-16.3,None,None,None,-9.1,None,None,None,
7037400.2023.8.30,-74.05,45.8,ST JEROME,2023-08-30 00:00:00,2023,8,30,7.2,None,0,None,None,None,16,None,None,None,20.6,None,None,None,
7037400.2023.4.23,-74.05,45.8,ST JEROME,2023-04-23 00:00:00,2023,4,23,None,M,None,M,None,None,7.5,None,None,None,9.2,None,None,None,
7037400.2023.11.7,-74.05,45.8,ST JEROME,2023-11-07 00:00:00,2023,11,7,2.7,None,0,None,None,None,-0.7,None,None,None,9.6,None,None,None,
7037400.2023.5.7,-74.05,45.8,ST JEROME,2023-05-07 00:00:00,2023,5,7,None,M,0,None,None,None,6.7,None,None,None,22.2,None,None,None,
7037400.2023.8.26,-74.05,45.8,ST JEROME,2023-08-26 00:00:00,2023,8,26,0,None,0,None,None,None,15.9,None,None,None,23.7,None,None,None,
7037400.2023.5.14,-74.05,45.8,ST JEROME,2023-05-14 00:00:00,2023,5,14,None,M,0,None,None,None,2.9,None,None,None,17.3,None,None,None,
7037400.2023.12.7,-74.05,45.8,ST JEROME,2023-12-07 00:00:00,2023,12,7,0,None,0,None,None,None,-17.8,None,None,None,-8.1,None,None,None,
7037400.2023.6.8,-74.05,45.8,ST JEROME,2023-06-08 00:00:00,2023,6,8,None,M,0,None,None,None,9.2,None,None,None,17.9,None,None,None,
7037400.2023.12.20,-74.05,45.8,ST JEROME,2023-12-20 00:00:00,2023,12,20,0,None,0,None,None,None,-10.9,None,None,None,-1.1,None,None,None,
7037400.2023.8.22,-74.05,45.8,ST JEROME,2023-08-22 00:00:00,2023,8,22,0,None,0,None,None,None,11.3,None,None,None,24,None,None,None,
7037400.2023.7.3,-74.05,45.8,ST JEROME,2023-07-03 00:00:00,2023,7,3,None,M,0,None,None,None,17,None,None,None,27.3,None,None,None,
7037400.2023.1.19,-74.05,45.8,ST JEROME,2023-01-19 00:00:00,2023,1,19,9,None,9,None,None,None,-4.3,None,None,None,-0.8,None,None,None,
7037400.2023.11.16,-74.05,45.8,ST JEROME,2023-11-16 00:00:00,2023,11,16,0,None,0,None,None,None,-1.8,None,None,None,10.8,None,None,None,
7037400.2023.6.1,-74.05,45.8,ST JEROME,2023-06-01 00:00:00,2023,6,1,5.2,None,0,None,None,None,15.2,None,None,None,34.4,None,None,None,
7037400.2023.10.23,-74.05,45.8,ST JEROME,2023-10-23 00:00:00,2023,10,23,None,M,0,None,None,None,5.5,None,None,None,12.7,None,None,None,
7037400.2023.5.30,-74.05,45.8,ST JEROME,2023-05-30 00:00:00,2023,5,30,None,M,0,None,None,None,6.2,None,None,None,27.4,None,None,None,
7037400.2023.4.20,-74.05,45.8,ST JEROME,2023-04-20 00:00:00,2023,4,20,None,M,None,M,None,None,-1.5,None,None,None,8.3,None,None,None,
7037400.2023.11.22,-74.05,45.8,ST JEROME,2023-11-22 00:00:00,2023,11,22,None,M,0,None,None,None,-2.6,None,None,None,1.4,None,None,None,
7037400.2023.4.15,-74.05,45.8,ST JEROME,2023-04-15 00:00:00,2023,4,15,None,M,0,None,None,None,2.7,None,None,None,21.1,None,None,None,
7037400.2023.3.8,-74.05,45.8,ST JEROME,2023-03-08 00:00:00,2023,3,8,0,None,0,None,None,None,-6,None,None,None,5.3,None,None,None,
7037400.2023.6.18,-74.05,45.8,ST JEROME,2023-06-18 00:00:00,2023,6,18,0,T,0,None,None,None,12.4,None,None,None,19.2,None,None,None,
7037400.2023.8.28,-74.05,45.8,ST JEROME,2023-08-28 00:00:00,2023,8,28,0,None,0,None,None,None,9.4,None,None,None,24.1,None,None,None,
7037400.2023.11.17,-74.05,45.8,ST JEROME,2023-11-17 00:00:00,2023,11,17,None,M,0,None,None,None,-1.1,None,None,None,10.3,None,None,None,
7037400.2023.9.12,-74.05,45.8,ST JEROME,2023-09-12 00:00:00,2023,9,12,6.2,None,0,None,None,None,12.5,None,None,None,18.9,None,None,None,
7037400.2023.11.15,-74.05,45.8,ST JEROME,2023-11-15 00:00:00,2023,11,15,0,None,0,None,None,None,-1.7,None,None,None,7.8,None,None,None,
7037400.2023.9.16,-74.05,45.8,ST JEROME,2023-09-16 00:00:00,2023,9,16,None,M,0,None,None,None,10.7,None,None,None,23.5,None,None,None,
7037400.2023.12.3,-74.05,45.8,ST JEROME,2023-12-03 00:00:00,2023,12,3,25,None,25,None,None,None,-2.6,None,None,None,-1.5,None,None,None,
7037400.2023.5.12,-74.05,45.8,ST JEROME,2023-05-12 00:00:00,2023,5,12,None,M,0,None,None,None,14.9,None,None,None,25.3,None,None,None,
7037400.2023.4.7,-74.05,45.8,ST JEROME,2023-04-07 00:00:00,2023,4,7,0,None,0,None,None,None,-1,None,None,None,2.4,None,None,None,
7037400.2023.9.26,-74.05,45.8,ST JEROME,2023-09-26 00:00:00,2023,9,26,None,M,0,None,None,None,8.1,None,None,None,17.6,None,None,None,
7037400.2023.6.17,-74.05,45.8,ST JEROME,2023-06-17 00:00:00,2023,6,17,5.8,None,0,None,None,None,13.9,None,None,None,15.7,None,None,None,
7037400.2023.4.26,-74.05,45.8,ST JEROME,2023-04-26 00:00:00,2023,4,26,3.7,None,0,None,None,None,-1.5,None,None,None,8.1,None,None,None,
7037400.2023.1.15,-74.05,45.8,ST JEROME,2023-01-15 00:00:00,2023,1,15,0,None,0,None,None,None,-16.1,None,None,None,-0.5,None,None,None,
7037400.2023.9.6,-74.05,45.8,ST JEROME,2023-09-06 00:00:00,2023,9,6,0,E,0,None,None,None,19.7,None,None,None,32,None,None,None,
7037400.2023.4.21,-74.05,45.8,ST JEROME,2023-04-21 00:00:00,2023,4,21,None,M,None,M,None,None,0,None,None,None,11.9,None,None,None,
7037400.2023.8.8,-74.05,45.8,ST JEROME,2023-08-08 00:00:00,2023,8,8,0,None,0,None,None,None,16.1,None,None,None,24.6,None,None,None,
7037400.2023.10.6,-74.05,45.8,ST JEROME,2023-10-06 00:00:00,2023,10,6,23.3,None,0,None,None,None,13,None,None,None,21.5,None,None,None,
7037400.2023.2.11,-74.05,45.8,ST JEROME,2023-02-11 00:00:00,2023,2,11,0,None,0,None,None,None,-9.9,None,None,None,-2.3,None,None,None,
7037400.2023.7.14,-74.05,45.8,ST JEROME,2023-07-14 00:00:00,2023,7,14,0,E,0,None,None,None,12.8,None,None,None,25.6,None,None,None,
7037400.2023.8.9,-74.05,45.8,ST JEROME,2023-08-09 00:00:00,2023,8,9,0,None,0,None,None,None,13.2,None,None,None,27,None,None,None,
7037400.2023.1.7,-74.05,45.8,ST JEROME,2023-01-07 00:00:00,2023,1,7,0,None,0,None,None,None,-8.2,None,None,None,-3.6,None,None,None,
7037400.2023.11.11,-74.05,45.8,ST JEROME,2023-11-11 00:00:00,2023,11,11,0,None,0,None,None,None,-1.4,None,None,None,0.8,None,None,None,
7037400.2023.7.8,-74.05,45.8,ST JEROME,2023-07-08 00:00:00,2023,7,8,None,M,0,None,None,None,17.7,None,None,None,28.1,None,None,None,
7037400.2023.1.12,-74.05,45.8,ST JEROME,2023-01-12 00:00:00,2023,1,12,None,M,None,M,None,None,-11.1,None,None,None,-2.2,None,None,None,
7037400.2023.9.20,-74.05,45.8,ST JEROME,2023-09-20 00:00:00,2023,9,20,0,None,0,None,None,None,8.9,None,None,None,19.9,None,None,None,
7037400.2023.7.24,-74.05,45.8,ST JEROME,2023-07-24 00:00:00,2023,7,24,None,M,0,None,None,None,14.6,None,None,None,27.8,None,None,None,
7037400.2023.10.3,-74.05,45.8,ST JEROME,2023-10-03 00:00:00,2023,10,3,0,T,0,None,None,None,13,None,None,None,26.8,None,None,None,
7037400.2023.2.1,-74.05,45.8,ST JEROME,2023-02-01 00:00:00,2023,2,1,0,T,0,T,None,None,-25.6,None,None,None,-8.3,None,None,None,
7037400.2023.4.2,-74.05,45.8,ST JEROME,2023-04-02 00:00:00,2023,4,2,0,None,0,None,None,None,-10,None,None,None,0.9,None,None,None,
7037400.2023.3.14,-74.05,45.8,ST JEROME,2023-03-14 00:00:00,2023,3,14,None,M,None,M,None,None,-0.6,None,None,None,2.1,None,None,None,
7037400.2023.8.23,-74.05,45.8,ST JEROME,2023-08-23 00:00:00,2023,8,23,None,M,0,None,None,None,9.8,None,None,None,25.5,None,None,None,
7037400.2023.1.23,-74.05,45.8,ST JEROME,2023-01-23 00:00:00,2023,1,23,1,None,1,None,None,None,-6.8,None,None,None,-1.2,None,None,None,
7037400.2023.5.25,-74.05,45.8,ST JEROME,2023-05-25 00:00:00,2023,5,25,None,M,0,None,None,None,4.6,None,None,None,18.5,None,None,None,
7037400.2023.3.6,-74.05,45.8,ST JEROME,2023-03-06 00:00:00,2023,3,6,0,T,0,T,None,None,-4.2,None,None,None,4.6,None,None,None,
7037400.2023.6.10,-74.05,45.8,ST JEROME,2023-06-10 00:00:00,2023,6,10,2,None,0,None,None,None,10.1,None,None,None,21.7,None,None,None,
7037400.2023.6.25,-74.05,45.8,ST JEROME,2023-06-25 00:00:00,2023,6,25,0,E,0,None,None,None,18,None,None,None,25.9,None,None,None,
7037400.2023.3.23,-74.05,45.8,ST JEROME,2023-03-23 00:00:00,2023,3,23,None,M,0,None,None,None,-2.7,None,None,None,3,None,None,None,
7037400.2023.3.21,-74.05,45.8,ST JEROME,2023-03-21 00:00:00,2023,3,21,0,None,0,None,None,None,-2.2,None,None,None,4.2,None,None,None,
7037400.2023.1.21,-74.05,45.8,ST JEROME,2023-01-21 00:00:00,2023,1,21,0,T,0,T,None,None,-5.5,None,None,None,-1.5,None,None,None,
7037400.2023.12.5,-74.05,45.8,ST JEROME,2023-12-05 00:00:00,2023,12,5,0,None,0,None,None,None,-8.1,None,None,None,-5.9,None,None,None,
7037400.2023.10.8,-74.05,45.8,ST JEROME,2023-10-08 00:00:00,2023,10,8,6.8,None,0,None,None,None,7.6,None,None,None,11.9,None,None,None,
7037400.2023.7.5,-74.05,45.8,ST JEROME,2023-07-05 00:00:00,2023,7,5,None,M,0,None,None,None,16.7,None,None,None,29.5,None,None,None,
7037400.2023.2.3,-74.05,45.8,ST JEROME,2023-02-03 00:00:00,2023,2,3,0,None,0,None,None,None,-28.4,None,None,None,-27.3,None,None,None,
7037400.2023.2.8,-74.05,45.8,ST JEROME,2023-02-08 00:00:00,2023,2,8,0,None,0,None,None,None,-6.5,None,None,None,3.9,None,None,None,
7037400.2023.11.5,-74.05,45.8,ST JEROME,2023-11-05 00:00:00,2023,11,5,0,None,0,None,None,None,-1.2,None,None,None,6.9,None,None,None,
7037400.2023.7.26,-74.05,45.8,ST JEROME,2023-07-26 00:00:00,2023,7,26,29,None,0,None,None,None,16.2,None,None,None,26.6,None,None,None,
7037400.2023.2.6,-74.05,45.8,ST JEROME,2023-02-06 00:00:00,2023,2,6,1,None,1,None,None,None,-11.6,None,None,None,-0.5,None,None,None,
7037400.2023.7.6,-74.05,45.8,ST JEROME,2023-07-06 00:00:00,2023,7,6,None,M,0,None,None,None,18.5,None,None,None,31,None,None,None,
7037400.2023.9.9,-74.05,45.8,ST JEROME,2023-09-09 00:00:00,2023,9,9,7.4,E,0,None,None,None,13.1,None,None,None,22,None,None,None,
7037400.2023.10.28,-74.05,45.8,ST JEROME,2023-10-28 00:00:00,2023,10,28,0,None,0,None,None,None,7.1,None,None,None,17.1,None,None,None,
7037400.2023.3.2,-74.05,45.8,ST JEROME,2023-03-02 00:00:00,2023,3,2,1,None,1,None,None,None,-3.2,None,None,None,1.3,None,None,None,
7037400.2023.1.22,-74.05,45.8,ST JEROME,2023-01-22 00:00:00,2023,1,22,2,None,2,None,None,None,-5,None,None,None,-1.8,None,None,None,
